id,name,city,state,country,status,facility_page
9908,"Downs & Martin Children Services","Olympic Valley",CA,"United States",Open,https://kidsoverprofits.org/facility/downs-martin-children-services-ca/
9909,"EA Diamond Peak STRTP’",Susanville,CA,"United States",Open,
9910,"EA Nighthawk STRTP",Chico,CA,"United States",Open,https://kidsoverprofits.org/facility/ea-nighthawk-strtp-ca/
9911,"Eagle Eye – Horizons","San Rafael",CA,"United States",Open,https://kidsoverprofits.org/facility/eagle-eye-horizons-ca/
9912,"Eagle Eye – Vista","San Rafael",CA,"United States",Open,https://kidsoverprofits.org/facility/eagle-eye-vista-ca/
9913,"Eagle’s Wings Ranch","Fort Jones",CA,"United States",Closed,
9914,"East Mesa Juvenile Detention Facility","San Diego",CA,"United States",Open,https://kidsoverprofits.org/facility/east-mesa-juvenile-detention-facility-ca/
9915,"Echo Malibu Youth Treatment Center",Malibu,CA,"United States",Closed,
9916,"Edgewood Center for Children and Families STRTP","San Francisco",CA,"United States",Open,
9917,"Eggleston – La Verne",Pomona,CA,"United States",Open,https://kidsoverprofits.org/facility/eggleston-la-verne-ca/
9918,"Eggleston – Ontario STRTP",Ontario,CA,"United States",Open,https://kidsoverprofits.org/facility/eggleston-ontario-strtp-ca/
9919,"Eggleston Upland Group Home",Upland,CA,"United States",Open,https://kidsoverprofits.org/facility/eggleston-upland-group-home-ca/
9920,"Eggleston West Covina Group Home",Covina,CA,"United States",Open,https://kidsoverprofits.org/facility/eggleston-west-covina-group-home-ca/
9921,"Eggleston Youth Center",Irwindale,CA,"United States",Open,
9922,"El Dorado Juvenile Treatment Center","South Lake Tahoe",CA,"United States",Open,
9923,"Elite Family Systems Inc. – Banyan Home",Ceres,CA,"United States",Open,https://kidsoverprofits.org/facility/elite-family-systems-inc-banyan-home-ca/
9924,"Elite Family Systems Inc. – Blaker Home",Ceres,CA,"United States",Open,https://kidsoverprofits.org/facility/elite-family-systems-inc-blaker-home-ca/
9925,"Elite Family Systems Inc. – Leslie Home",Ceres,CA,"United States",Open,https://kidsoverprofits.org/facility/elite-family-systems-inc-leslie-home-ca/
9926,"Elite Family Systems Inc. – Scoffield Home",Ceres,CA,"United States",Open,https://kidsoverprofits.org/facility/elite-family-systems-inc-scoffield-home-ca/
9927,"Elysian STRTP","San Mateo",CA,"United States",Open,
9929,"Embolden Youth Services – Iris House","Long Beach",CA,"United States",Open,https://kidsoverprofits.org/facility/embolden-youth-services-iris-house-ca/
9930,"EMQ FamiliesFirst",Davis,CA,"United States",Closed,https://kidsoverprofits.org/facility/emq-familiesfirst-ca/
9931,"Ettie Lee Homes – Fontana Home",Fontana,CA,"United States",Open,
9932,"Ettie Lee Homes – Robertson Memorial Home","Baldwin Park",CA,"United States",Open,
9933,"Faith Home Teen Ranch",Turlock,CA,"United States",Closed,
9934,"Family First Growth Camp",Pasadena,CA,"United States",Closed,
9935,"Family Life Center",Petaluma,CA,"United States",Open,https://kidsoverprofits.org/facility/family-life-center-ca/
9936,"Family of Programs STRTP","La Verne",CA,"United States",Open,
9937,"Father’s Heart Ranch","Desert Hot Springs",CA,"United States",Open,https://kidsoverprofits.org/facility/father-s-heart-ranch-ca/
9938,"Ferree’s Group Home",Banning,CA,"United States",Open,
9939,"Fields Comprehensive Youth Services","San Bernardino",CA,"United States",Open,https://kidsoverprofits.org/facility/fields-comprehensive-youth-services-ca/
9940,"First Chance at Success Children’s Home, Inc.","Apple Valley",CA,"United States",Closed,
9941,"First Step Treatment Home","Spring Valley",CA,"United States",Open,https://kidsoverprofits.org/facility/first-step-treatment-home-ca/
9942,"Five Acres – Solita Home",Pasadena,CA,"United States",Open,https://kidsoverprofits.org/facility/five-acres-solita-home-ca/
9943,"Five Acres STRTP – Colby",Altadena,CA,"United States",Open,https://kidsoverprofits.org/facility/five-acres-strtp-colby-ca/
9944,"Forest Farms","Forest Knolls",CA,"United States",Closed,
9945,"Fred C. Nelles Youth Correctional Facility",Whittier,CA,"United States",Closed,
9946,"Fred D. Jones Youth Center",Hesperia,CA,"United States",Open,
9947,"Fred Finch Youth & Family Services – Avalon",Oakland,CA,"United States",Open,
9948,"Fred Finch Youth & Family Services – New Yosemite",Oakland,CA,"United States",Open,
9949,"Fred Finch Youth & Family Services – San Diego Dual Diagnosis","Lemon Grove",CA,"United States",Open,
9950,"Fresno Youth for Christ","Palo Alto",CA,"United States",Open,
9951,"Future Stars Youth Center",Calimesa,CA,"United States",Open,
9952,"Gateway Residential Program – Fair Oaks House","Fair Oaks",CA,"United States",Open,https://kidsoverprofits.org/facility/gateway-residential-program-fair-oaks-house-ca/
9953,"Gateway Residential Programs – Gingerblossom House","Citrus Heights",CA,"United States",Open,
9954,"Gateway Residential Programs – Hickory House",Orangevale,CA,"United States",Open,https://kidsoverprofits.org/facility/gateway-residential-programs-hickory-house-ca/
9955,"Gateway Residential Programs – Palm House","Fair Oaks",CA,"United States",Open,https://kidsoverprofits.org/facility/gateway-residential-programs-palm-house-ca/
9956,"Gateway Residential Programs – Winding House","Fair Oaks",CA,"United States",Open,https://kidsoverprofits.org/facility/gateway-residential-programs-winding-house-ca/
9957,"Gentle Spirit Ranch",Aguanga,CA,"United States",Closed,
9958,"Girls Republic",Monrovia,CA,"United States",Open,https://kidsoverprofits.org/facility/girls-republic-ca/
9959,"Greater New Beginnings – Filbert House",Oakland,CA,"United States",Open,
9960,"Greenacre Homes",Sebastopol,CA,"United States",Open,https://kidsoverprofits.org/facility/greenacre-homes-ca/
9961,"Greenway Orchard",Turlock,CA,"United States",Open,https://kidsoverprofits.org/facility/greenway-orchard-ca/
9962,"Guiding Hands School","El Dorado Hills",CA,"United States",Closed,
9963,"Guiding Light Home for Boys","Moreno Valley",CA,"United States",Open,https://kidsoverprofits.org/facility/guiding-light-home-for-boys-ca/
9964,"Guiding Our Youth","Simi Valley",CA,"United States",Open,https://kidsoverprofits.org/facility/guiding-our-youth-ca/
9965,"Gym TD","Paso Robles",CA,"United States",Closed,
9966,"Hanna Boys Center STRTP",Sonoma,CA,"United States",Open,
9967,"Harbor Youth Facility, Inc.",Bakersfield,CA,"United States",Open,
9968,"Harmony House",Merced,CA,"United States",Open,https://kidsoverprofits.org/facility/harmony-house-ca/
9969,"Hart Community Homes",Orange,CA,"United States",Open,https://kidsoverprofits.org/facility/hart-community-homes-ca/
9970,"Harvest Safe Haven for Boys",Riverside,CA,"United States",Open,https://kidsoverprofits.org/facility/harvest-safe-haven-for-boys-ca/
9971,"Hathaway-Sycamores Child and Family Services",Altadena,CA,"United States",Open,https://kidsoverprofits.org/facility/hathaway-sycamores-child-and-family-services-ca/
9972,"Haven of Hope – Abeona House",Aptos,CA,"United States",Open,
9973,"Haven of Hope – Halcyon House",Watsonville,CA,"United States",Open,
9974,"Haynes House STRTP","La Verne",CA,"United States",Open,
9975,"Hazel House",Fresno,CA,"United States",Open,https://kidsoverprofits.org/facility/hazel-house-ca/
9976,"Heart of Worship Community Church Group Home",Corona,CA,"United States",Closed,
9977,"Helen E. Cowell Children’s Center",Sacramento,CA,"United States",Open,https://kidsoverprofits.org/facility/helen-e-cowell-children-s-center-ca/
9978,"Helping Hands Home for Children","San Jose",CA,"United States",Open,https://kidsoverprofits.org/facility/helping-hands-home-for-children-ca/
9979,"High Desert JDAC","Apple Valley",CA,"United States",Open,
9980,"Hillcrest Adolescent Treatment Center","Los Angeles",CA,"United States",Open,
9981,"Hillcrest Juvenile Hall","San Mateo",CA,"United States",Open,
9982,"Hillside Horizon for Teens – Juanita Facility","Canyon Lake",CA,"United States",Open,
9983,"Hillside Horizon for Teens – Richard Facility",Perris,CA,"United States",Open,
9984,"Hillside Horizon for Teens – Ridgeview Facility","Villa Park",CA,"United States",Open,
9985,"HillsidesCares RTP",Pasadena,CA,"United States",Open,
9986,"Home of Excellence",Rialto,CA,"United States",Open,https://kidsoverprofits.org/facility/home-of-excellence-ca/
9987,"Hope for Youth Inc. – Bain House",Fresno,CA,"United States",Open,https://kidsoverprofits.org/facility/hope-for-youth-inc-bain-house-ca/
9988,"House of Sulaiman Children’s Home",Stockton,CA,"United States",Open,
9989,"Humboldt County Juvenile Hall",Eureka,CA,"United States",Open,
9990,"Imperial County Juvenile Hall","El Centro",CA,"United States",Open,
9991,"Indio Juvenile Hall",Indio,CA,"United States",Open,
9992,"Inspiring Pathways",Hanford,CA,"United States",Open,https://kidsoverprofits.org/facility/inspiring-pathways-ca/
9993,"Iris Garrett Juvenile Justice Correctional Complex",Madera,CA,"United States",Open,
9994,"James G. Bowles Juvenile Hall",Bakersfield,CA,"United States",Open,
9995,"James Penny House Inc.",Bakersfield,CA,"United States",Open,https://kidsoverprofits.org/facility/james-penny-house-inc-ca/
9996,"John & Dorothy Almklov House",Bakersfield,CA,"United States",Open,https://kidsoverprofits.org/facility/john-dorothy-almklov-house-ca/
9997,"Jordan House of Umoja",Pittsburg,CA,"United States",Open,https://kidsoverprofits.org/facility/jordan-house-of-umoja-ca/
9998,"Juvenile Commitment Facility",Modesto,CA,"United States",Open,
9999,"Juvenile Detention Center",Madera,CA,"United States",Open,
10000,"Juvenile Justice Campus",Fresno,CA,"United States",Open,https://kidsoverprofits.org/facility/juvenile-justice-campus-ca/
10001,"Kearny Mesa Juvenile Detention Facility","San Diego",CA,"United States",Open,https://kidsoverprofits.org/facility/kearny-mesa-juvenile-detention-facility-ca/
10002,"Kern County Crossroads – Larry J. Rhoades Facility",Bakersfield,CA,"United States",Open,
10003,"Key Healthcare Adolescent RTC",Malibu,CA,"United States",Open,
10004,"Kings County Juvenile Center",Hanford,CA,"United States",Open,
10005,"Koinonia BHP – Auburn",Auburn,CA,"United States",Open,https://kidsoverprofits.org/facility/koinonia-bhp-auburn-ca/
10006,"Koinonia BHP – Loomis Homes for Teens",Loomis,CA,"United States",Open,
10007,"Koinonia BHP – Rocklin",Rocklin,CA,"United States",Open,https://kidsoverprofits.org/facility/koinonia-bhp-rocklin-ca/
10008,"LA Camp Afflerbaugh","La Verne",CA,"United States",Open,
10009,"LA Camp Glenn Rockey","San Dimas",CA,"United States",Open,
10010,"LA Camp Joseph Paige","La Verne",CA,"United States",Open,
10011,"LA Central Juvenile Hall","Los Angeles",CA,"United States",Open,https://kidsoverprofits.org/facility/la-central-juvenile-hall-ca/
10012,"La Cheim STRTP",Richmond,CA,"United States",Open,https://kidsoverprofits.org/facility/la-cheim-strtp-ca/
10013,"Leadership Empowerment and Discipline Boot Camp","San Luis Obispo",CA,"United States",Closed,
10014,"LGTC – Cambrian Park","San Jose",CA,"United States",Open,
10015,"LGTC – Willow Glen Residential","San Jose",CA,"United States",Open,
10016,"Lift Your Head Up STRTP",Lathrop,CA,"United States",Open,
10017,"Lightfully Encinitas Teen RTC",Encinitas,CA,"United States",Open,
10018,"Lighthouse Mentoring Center",Pittsburg,CA,"United States",Open,
10019,"Los Padrinos Juvenile Hall SYTF",Downey,CA,"United States",Open,https://kidsoverprofits.org/facility/los-padrinos-juvenile-hall-sytf-ca/
10020,"Los Prietos Boys Camp","CA 93105.",CA,"United States",Closed,
10021,"Madera Correctional Academy",Madera,CA,"United States",Open,
10022,"Manuc,h Inc. – Aspen House",Fresno,CA,"United States",Open,https://kidsoverprofits.org/facility/manuc-h-inc-aspen-house-ca/
10023,"Manuch, Inc. – Inspiration Peak",Fresno,CA,"United States",Open,https://kidsoverprofits.org/facility/manuch-inc-inspiration-peak-ca/
10024,"Manuch, Inc. – Riverpine",Fresno,CA,"United States",Open,https://kidsoverprofits.org/facility/manuch-inc-riverpine-ca/
10025,"Margaret J. Kemp Girls Camp",", San Mateo",CA,"United States",Open,
10026,"Marin County Juvenile Hall","San Rafael",CA,"United States",Open,
10027,"Mariposa Special Purpose Juvenile Hall",Mariposa,CA,"United States",Open,
10028,"Mary’s Shelter STRTP","Santa Ana",CA,"United States",Open,
10030,"Maywright Boys Home",Rialto,CA,"United States",Open,
10031,"McAlister Institute Group Home East","El Cajon",CA,"United States",Open,
10032,"McAlister Institute Group Home South","El Cajon",CA,"United States",Open,
10033,"McKinley Children’s Center, Inc. STRTP","San Dimas",CA,"United States",Open,
10034,"Mended Fences",Bakersfield,CA,"United States",Open,
10035,"Mendocino County Juvenile Hall",Ukiah,CA,"United States",Open,
10036,"Merced Ranch",Merced,CA,"United States",Open,https://kidsoverprofits.org/facility/merced-ranch-ca/
10037,"Michael’s Youth Treatment Home for Boys",Indio,CA,"United States",Open,https://kidsoverprofits.org/facility/michael-s-youth-treatment-home-for-boys-ca/
10038,"Michigan House",Fresno,CA,"United States",Open,https://kidsoverprofits.org/facility/michigan-house-ca/
10039,"Mid-Valley Youth Center","Van Nuys",CA,"United States",Closed,
10040,"Milestone House",Oceanside,CA,"United States",Open,
10041,"Millie’s Youth Services",Oakland,CA,"United States",Open,https://kidsoverprofits.org/facility/millie-s-youth-services-ca/
10042,"Mindful Growth Foundation","Los Angeles",CA,"United States",Open,https://kidsoverprofits.org/facility/mindful-growth-foundation-ca/
10043,"Ministerial Christian Academy",Montclair,CA,"United States",Closed,
10044,"Mission Prep Adolescent RTC","San Juan Capistrano",CA,"United States",Open,
10045,"Mollie’s House",Fresno,CA,"United States",Open,https://kidsoverprofits.org/facility/mollie-s-house-ca/
10046,"Monterey County Juvenile Hall",Salinas,CA,"United States",Open,
10047,"Monterey County Youth Center",Salinas,CA,"United States",Open,
10049,"Mountain Valley Child and Family – Bar Du",Sacramento,CA,"United States",Open,https://kidsoverprofits.org/facility/mountain-valley-child-and-family-bar-du-ca/
10050,"Mountain Valley Child and Family – Bradshaw",Sacramento,CA,"United States",Open,https://kidsoverprofits.org/facility/mountain-valley-child-and-family-bradshaw-ca/
10051,"Mountain Valley Child and Family – Gerber",Sacramento,CA,"United States",Open,https://kidsoverprofits.org/facility/mountain-valley-child-and-family-gerber-ca/
10052,"Mountain Valley Child and Family – Nevada City Ranch","Nevada City",CA,"United States",Open,https://kidsoverprofits.org/facility/mountain-valley-child-and-family-nevada-city-ranch-ca/
10053,"Muir Wood Teen Treatment Centers – Auberry Road",Clovis,CA,"United States",Open,
10054,"Muir Wood Teen Treatment Centers – Auberry South",Clovis,CA,"United States",Open,
10055,"Muir Wood Teen Treatment Centers – Auberry West",Clovis,CA,"United States",Open,
10056,"Muir Wood Teen Treatment Centers – Bradley Ranch","Sandia Park",NM,"United States",Open,
10057,"Muir Wood Teen Treatment Centers – Da Vinci",Riverside,CA,"United States",Open,
10058,"Muir Wood Teen Treatment Centers – Edgewild",Riverside,CA,"United States",Open,
10059,"Muir Wood Teen Treatment Centers – Hannan Ranch",Petaluma,CA,"United States",Open,
10060,"Muir Wood Teen Treatment Centers – Haverfield",Petaluma,CA,"United States",Open,
10061,"Muir Wood Teen Treatment Centers – I Street",Petaluma,CA,"United States",Open,
10062,"Muir Wood Teen Treatment Centers – Lohrman North & South Campuses",Petaluma,CA,"United States",Open,
10063,"Muir Wood Teen Treatment Centers – Magnolia Campus",Petaluma,CA,"United States",Open,
10064,"Muir Wood Teen Treatment Centers – Makena House Campus",Clovis,CA,"United States",Open,
10065,"Muir Wood Teen Treatment Centers – Penngrove North & South Campuses",Penngrove,CA,"United States",Open,
